Player Name,Position,Team,Market,Selection,Bookie,Line Value,Cost,Home Team,Away Team
RJ Barrett,F,NYK,Rebounds,Over,SugarHouse,4.5,2.17,Orlando Magic,New York Knicks
RJ Barrett,F,NYK,Rebounds,Over,BetRivers,4.5,2.17,Orlando Magic,New York Knicks
RJ Barrett,F,NYK,Rebounds,Over,UniBet,4.5,2.17,Orlando Magic,New York Knicks
RJ Barrett,F,NYK,Rebounds,Under,PointsBet,4.5,1.71,Orlando Magic,New York Knicks
Isaiah Hartenstein,C,NYK,Assists,Over,Caesars,1.5,1.57,Orlando Magic,New York Knicks
Isaiah Hartenstein,C,NYK,Assists,Under,bet365,1.5,2.45,Orlando Magic,New York Knicks
Franz Wagner,G,ORL,Rebounds,Over,DraftKings,5.5,2.05,Orlando Magic,New York Knicks
Franz Wagner,G,ORL,Rebounds,Over,BetMGM,5.5,2.05,Orlando Magic,New York Knicks
Franz Wagner,G,ORL,Rebounds,Over,PartyCasino,5.5,2.05,Orlando Magic,New York Knicks
Franz Wagner,G,ORL,Rebounds,Over,bet365,5.5,2.05,Orlando Magic,New York Knicks
Franz Wagner,G,ORL,Rebounds,Under,FanDuel,5.5,1.85,Orlando Magic,New York Knicks
Isaiah Hartenstein,C,NYK,Points,Over,DraftKings,7.5,1.95,Orlando Magic,New York Knicks
Isaiah Hartenstein,C,NYK,Points,Over,PointsBet,7.5,1.95,Orlando Magic,New York Knicks
Isaiah Hartenstein,C,NYK,Points,Under,FanDuel,7.5,1.88,Orlando Magic,New York Knicks
RJ Barrett,F,NYK,Assists,Over,bet365,2.5,2.55,Orlando Magic,New York Knicks
RJ Barrett,F,NYK,Assists,Under,DraftKings,2.5,1.53,Orlando Magic,New York Knicks
RJ Barrett,F,NYK,Assists,Under,bet365,2.5,1.53,Orlando Magic,New York Knicks
Isaiah Hartenstein,C,NYK,Rebounds,Over,Caesars,9.5,1.96,Orlando Magic,New York Knicks
Isaiah Hartenstein,C,NYK,Rebounds,Under,FanDuel,9.5,1.95,Orlando Magic,New York Knicks
Franz Wagner,G,ORL,Assists,Over,SugarHouse,4.5,1.8,Orlando Magic,New York Knicks
Franz Wagner,G,ORL,Assists,Over,BetRivers,4.5,1.8,Orlando Magic,New York Knicks
Franz Wagner,G,ORL,Assists,Over,UniBet,4.5,1.8,Orlando Magic,New York Knicks
Franz Wagner,G,ORL,Assists,Under,DraftKings,4.5,2.14,Orlando Magic,New York Knicks
Jalen Suggs,G,ORL,Assists,Over,PointsBet,2.5,1.87,Orlando Magic,New York Knicks
Jalen Suggs,G,ORL,Assists,Under,bet365,2.5,2.0,Orlando Magic,New York Knicks
Donte DiVincenzo,G,NYK,Assists,Over,BetMGM,1.5,1.87,Orlando Magic,New York Knicks
Donte DiVincenzo,G,NYK,Assists,Over,Caesars,1.5,1.87,Orlando Magic,New York Knicks
Donte DiVincenzo,G,NYK,Assists,Over,PartyCasino,1.5,1.87,Orlando Magic,New York Knicks
Donte DiVincenzo,G,NYK,Assists,Over,bet365,1.5,1.87,Orlando Magic,New York Knicks
Donte DiVincenzo,G,NYK,Assists,Under,BetMGM,1.5,1.87,Orlando Magic,New York Knicks
Donte DiVincenzo,G,NYK,Assists,Under,PartyCasino,1.5,1.87,Orlando Magic,New York Knicks
Donte DiVincenzo,G,NYK,Assists,Under,bet365,1.5,1.87,Orlando Magic,New York Knicks
Donte DiVincenzo,G,NYK,Rebounds,Over,Caesars,2.5,1.92,Orlando Magic,New York Knicks
Donte DiVincenzo,G,NYK,Rebounds,Under,PointsBet,2.5,2.05,Orlando Magic,New York Knicks
Jalen Suggs,G,ORL,Rebounds,Over,FanDuel,3.5,1.96,Orlando Magic,New York Knicks
Jalen Suggs,G,ORL,Rebounds,Over,SugarHouse,3.5,1.96,Orlando Magic,New York Knicks
Jalen Suggs,G,ORL,Rebounds,Over,BetRivers,3.5,1.96,Orlando Magic,New York Knicks
Jalen Suggs,G,ORL,Rebounds,Over,UniBet,3.5,1.96,Orlando Magic,New York Knicks
Jalen Suggs,G,ORL,Rebounds,Under,PointsBet,3.5,1.87,Orlando Magic,New York Knicks
Jalen Suggs,G,ORL,Points,Over,DraftKings,12.5,1.91,Orlando Magic,New York Knicks
Jalen Suggs,G,ORL,Points,Over,FanDuel,12.5,1.91,Orlando Magic,New York Knicks
Jalen Suggs,G,ORL,Points,Under,Caesars,12.5,1.96,Orlando Magic,New York Knicks
Julius Randle,F,NYK,Points,Over,FanDuel,24.5,1.96,Orlando Magic,New York Knicks
Julius Randle,F,NYK,Points,Under,PointsBet,25.5,1.87,Orlando Magic,New York Knicks
Jalen Brunson,G,NYK,Assists,Over,FanDuel,5.5,1.69,Orlando Magic,New York Knicks
Jalen Brunson,G,NYK,Assists,Under,SugarHouse,6.5,1.68,Orlando Magic,New York Knicks
Jalen Brunson,G,NYK,Assists,Under,BetRivers,6.5,1.68,Orlando Magic,New York Knicks
Jalen Brunson,G,NYK,Assists,Under,UniBet,6.5,1.68,Orlando Magic,New York Knicks
Franz Wagner,G,ORL,Points,Over,FanDuel,22.5,1.83,Orlando Magic,New York Knicks
Franz Wagner,G,ORL,Points,Under,DraftKings,23.5,1.91,Orlando Magic,New York Knicks
Paolo Banchero,F,ORL,Points,Over,SugarHouse,23.5,1.93,Orlando Magic,New York Knicks
Paolo Banchero,F,ORL,Points,Over,BetRivers,23.5,1.93,Orlando Magic,New York Knicks
Paolo Banchero,F,ORL,Points,Over,UniBet,23.5,1.93,Orlando Magic,New York Knicks
Paolo Banchero,F,ORL,Points,Under,DraftKings,23.5,1.95,Orlando Magic,New York Knicks
Paolo Banchero,F,ORL,Points,Under,BetMGM,23.5,1.95,Orlando Magic,New York Knicks
Paolo Banchero,F,ORL,Points,Under,PartyCasino,23.5,1.95,Orlando Magic,New York Knicks
Julius Randle,F,NYK,Rebounds,Over,BetMGM,9.5,2.0,Orlando Magic,New York Knicks
Julius Randle,F,NYK,Rebounds,Over,PointsBet,9.5,2.0,Orlando Magic,New York Knicks
Julius Randle,F,NYK,Rebounds,Over,PartyCasino,9.5,2.0,Orlando Magic,New York Knicks
Julius Randle,F,NYK,Rebounds,Over,bet365,9.5,2.0,Orlando Magic,New York Knicks
Julius Randle,F,NYK,Rebounds,Under,DraftKings,9.5,1.91,Orlando Magic,New York Knicks
RJ Barrett,F,NYK,Points,Over,FanDuel,16.5,2.0,Orlando Magic,New York Knicks
RJ Barrett,F,NYK,Points,Under,DraftKings,16.5,1.95,Orlando Magic,New York Knicks
RJ Barrett,F,NYK,Points,Under,PointsBet,16.5,1.95,Orlando Magic,New York Knicks
Paolo Banchero,F,ORL,Rebounds,Over,FanDuel,7.5,2.12,Orlando Magic,New York Knicks
Paolo Banchero,F,ORL,Rebounds,Under,DraftKings,7.5,1.77,Orlando Magic,New York Knicks
Paolo Banchero,F,ORL,Rebounds,Under,PointsBet,7.5,1.77,Orlando Magic,New York Knicks
Paolo Banchero,F,ORL,Rebounds,Under,bet365,7.5,1.77,Orlando Magic,New York Knicks
Paolo Banchero,F,ORL,Assists,Over,PointsBet,4.5,1.83,Orlando Magic,New York Knicks
Paolo Banchero,F,ORL,Assists,Under,FanDuel,4.5,2.06,Orlando Magic,New York Knicks
Jalen Brunson,G,NYK,Points,Over,FanDuel,26.5,1.95,Orlando Magic,New York Knicks
Jalen Brunson,G,NYK,Points,Over,BetMGM,26.5,1.95,Orlando Magic,New York Knicks
Jalen Brunson,G,NYK,Points,Over,PartyCasino,26.5,1.95,Orlando Magic,New York Knicks
Jalen Brunson,G,NYK,Points,Under,DraftKings,26.5,2.0,Orlando Magic,New York Knicks
Jalen Brunson,G,NYK,Rebounds,Over,bet365,3.5,1.67,Orlando Magic,New York Knicks
Jalen Brunson,G,NYK,Rebounds,Under,FanDuel,4.5,1.65,Orlando Magic,New York Knicks
Donte DiVincenzo,G,NYK,Points,Over,PointsBet,8.5,1.77,Orlando Magic,New York Knicks
Donte DiVincenzo,G,NYK,Points,Over,bet365,8.5,1.77,Orlando Magic,New York Knicks
Donte DiVincenzo,G,NYK,Points,Under,FanDuel,8.5,2.08,Orlando Magic,New York Knicks
Julius Randle,F,NYK,Assists,Over,DraftKings,3.5,1.77,Orlando Magic,New York Knicks
Julius Randle,F,NYK,Assists,Over,PointsBet,3.5,1.77,Orlando Magic,New York Knicks
Julius Randle,F,NYK,Assists,Over,bet365,3.5,1.77,Orlando Magic,New York Knicks
Julius Randle,F,NYK,Assists,Under,FanDuel,3.5,2.12,Orlando Magic,New York Knicks
Deni Avdija,F,WAS,Assists,Over,BetMGM,3.5,1.95,Washington Wizards,Brooklyn Nets
Deni Avdija,F,WAS,Assists,Over,PartyCasino,3.5,1.95,Washington Wizards,Brooklyn Nets
Deni Avdija,F,WAS,Assists,Under,FanDuel,3.5,1.98,Washington Wizards,Brooklyn Nets
Spencer Dinwiddie,G,BKN,Rebounds,Over,DraftKings,3.5,1.8,Washington Wizards,Brooklyn Nets
Spencer Dinwiddie,G,BKN,Rebounds,Over,PointsBet,3.5,1.8,Washington Wizards,Brooklyn Nets
Spencer Dinwiddie,G,BKN,Rebounds,Over,bet365,3.5,1.8,Washington Wizards,Brooklyn Nets
Spencer Dinwiddie,G,BKN,Rebounds,Under,FanDuel,3.5,2.1,Washington Wizards,Brooklyn Nets
Spencer Dinwiddie,G,BKN,Rebounds,Under,SugarHouse,3.5,2.1,Washington Wizards,Brooklyn Nets
Nic Claxton,C,BKN,Rebounds,Over,Caesars,10.5,1.72,Washington Wizards,Brooklyn Nets
Nic Claxton,C,BKN,Rebounds,Under,PointsBet,11.5,1.83,Washington Wizards,Brooklyn Nets
Jordan Poole,G,WAS,Rebounds,Over,BetMGM,2.5,1.91,Washington Wizards,Brooklyn Nets
Jordan Poole,G,WAS,Rebounds,Over,FanDuel,2.5,1.91,Washington Wizards,Brooklyn Nets
Jordan Poole,G,WAS,Rebounds,Over,PointsBet,2.5,1.91,Washington Wizards,Brooklyn Nets
Jordan Poole,G,WAS,Rebounds,Over,PartyCasino,2.5,1.91,Washington Wizards,Brooklyn Nets
Jordan Poole,G,WAS,Rebounds,Under,FanDuel,2.5,1.91,Washington Wizards,Brooklyn Nets
Kyle Kuzma,F,WAS,Assists,Over,DraftKings,3.5,1.71,Washington Wizards,Brooklyn Nets
Kyle Kuzma,F,WAS,Assists,Over,bet365,3.5,1.71,Washington Wizards,Brooklyn Nets
Kyle Kuzma,F,WAS,Assists,Under,FanDuel,3.5,2.22,Washington Wizards,Brooklyn Nets
Deni Avdija,F,WAS,Rebounds,Over,BetRivers,5.5,1.94,Washington Wizards,Brooklyn Nets
Deni Avdija,F,WAS,Rebounds,Over,UniBet,5.5,1.94,Washington Wizards,Brooklyn Nets
Deni Avdija,F,WAS,Rebounds,Under,FanDuel,5.5,1.91,Washington Wizards,Brooklyn Nets
Cam Thomas,G,BKN,Assists,Over,Caesars,2.5,2.02,Washington Wizards,Brooklyn Nets
Cam Thomas,G,BKN,Assists,Under,bet365,2.5,1.8,Washington Wizards,Brooklyn Nets
Daniel Gafford,F,WAS,Rebounds,Over,PointsBet,7.5,1.8,Washington Wizards,Brooklyn Nets
Daniel Gafford,F,WAS,Rebounds,Under,FanDuel,7.5,2.14,Washington Wizards,Brooklyn Nets
Kyle Kuzma,F,WAS,Points,Over,SugarHouse,21.5,1.92,Washington Wizards,Brooklyn Nets
Kyle Kuzma,F,WAS,Points,Under,bet365,21.5,2.05,Washington Wizards,Brooklyn Nets
Cam Thomas,G,BKN,Rebounds,Over,FanDuel,2.5,1.7,Washington Wizards,Brooklyn Nets
Cam Thomas,G,BKN,Rebounds,Under,bet365,3.5,1.59,Washington Wizards,Brooklyn Nets
Tyus Jones,G,WAS,Assists,Over,DraftKings,5.5,1.74,Washington Wizards,Brooklyn Nets
Tyus Jones,G,WAS,Assists,Over,Caesars,5.5,1.74,Washington Wizards,Brooklyn Nets
Tyus Jones,G,WAS,Assists,Over,bet365,5.5,1.74,Washington Wizards,Brooklyn Nets
Tyus Jones,G,WAS,Assists,Under,FanDuel,5.5,2.14,Washington Wizards,Brooklyn Nets
Mikal Bridges,F,BKN,Assists,Over,DraftKings,3.5,1.74,Washington Wizards,Brooklyn Nets
Mikal Bridges,F,BKN,Assists,Over,bet365,3.5,1.74,Washington Wizards,Brooklyn Nets
Mikal Bridges,F,BKN,Assists,Under,SugarHouse,3.5,2.2,Washington Wizards,Brooklyn Nets
Mikal Bridges,F,BKN,Assists,Under,BetRivers,3.5,2.2,Washington Wizards,Brooklyn Nets
Mikal Bridges,F,BKN,Assists,Under,UniBet,3.5,2.2,Washington Wizards,Brooklyn Nets
Spencer Dinwiddie,G,BKN,Points,Over,FanDuel,14.5,1.95,Washington Wizards,Brooklyn Nets
Spencer Dinwiddie,G,BKN,Points,Under,SugarHouse,14.5,1.97,Washington Wizards,Brooklyn Nets
Nic Claxton,C,BKN,Points,Over,SugarHouse,12.5,1.93,Washington Wizards,Brooklyn Nets
Nic Claxton,C,BKN,Points,Under,FanDuel,12.5,1.91,Washington Wizards,Brooklyn Nets
Tyus Jones,G,WAS,Rebounds,Over,bet365,2.5,1.65,Washington Wizards,Brooklyn Nets
Tyus Jones,G,WAS,Rebounds,Under,FanDuel,3.5,1.62,Washington Wizards,Brooklyn Nets
Mikal Bridges,F,BKN,Rebounds,Over,FanDuel,4.5,1.72,Washington Wizards,Brooklyn Nets
Mikal Bridges,F,BKN,Rebounds,Under,DraftKings,4.5,2.2,Washington Wizards,Brooklyn Nets
Mikal Bridges,F,BKN,Rebounds,Under,BetMGM,4.5,2.2,Washington Wizards,Brooklyn Nets
Mikal Bridges,F,BKN,Rebounds,Under,PartyCasino,4.5,2.2,Washington Wizards,Brooklyn Nets
Mikal Bridges,F,BKN,Rebounds,Under,bet365,4.5,2.2,Washington Wizards,Brooklyn Nets
Cameron Johnson,F,BKN,Rebounds,Over,bet365,4.5,1.87,Washington Wizards,Brooklyn Nets
Cameron Johnson,F,BKN,Rebounds,Under,SugarHouse,4.5,2.04,Washington Wizards,Brooklyn Nets
Cameron Johnson,F,BKN,Rebounds,Under,BetRivers,4.5,2.04,Washington Wizards,Brooklyn Nets
Deni Avdija,F,WAS,Points,Over,SugarHouse,9.5,1.91,Washington Wizards,Brooklyn Nets
Deni Avdija,F,WAS,Points,Under,FanDuel,9.5,1.96,Washington Wizards,Brooklyn Nets
Cameron Johnson,F,BKN,Points,Over,PointsBet,14.5,1.87,Washington Wizards,Brooklyn Nets
Cameron Johnson,F,BKN,Points,Under,BetMGM,15.5,1.83,Washington Wizards,Brooklyn Nets
Cameron Johnson,F,BKN,Points,Under,PartyCasino,15.5,1.83,Washington Wizards,Brooklyn Nets
Cameron Johnson,F,BKN,Points,Under,bet365,15.5,1.83,Washington Wizards,Brooklyn Nets
Tyus Jones,G,WAS,Points,Over,FanDuel,12.5,1.83,Washington Wizards,Brooklyn Nets
Tyus Jones,G,WAS,Points,Under,bet365,12.5,2.05,Washington Wizards,Brooklyn Nets
Cam Thomas,G,BKN,Points,Over,Caesars,21.5,1.79,Washington Wizards,Brooklyn Nets
Cam Thomas,G,BKN,Points,Under,FanDuel,22.5,1.88,Washington Wizards,Brooklyn Nets
Jordan Poole,G,WAS,Points,Over,FanDuel,19.5,1.94,Washington Wizards,Brooklyn Nets
Jordan Poole,G,WAS,Points,Under,FanDuel,19.5,1.88,Washington Wizards,Brooklyn Nets
Daniel Gafford,F,WAS,Assists,Over,BetMGM,1.5,1.95,Washington Wizards,Brooklyn Nets
Daniel Gafford,F,WAS,Assists,Over,PartyCasino,1.5,1.95,Washington Wizards,Brooklyn Nets
Daniel Gafford,F,WAS,Assists,Over,bet365,1.5,1.95,Washington Wizards,Brooklyn Nets
Daniel Gafford,F,WAS,Assists,Under,Caesars,1.5,1.81,Washington Wizards,Brooklyn Nets
Daniel Gafford,F,WAS,Points,Over,FanDuel,11.5,1.93,Washington Wizards,Brooklyn Nets
Daniel Gafford,F,WAS,Points,Under,DraftKings,11.5,2.0,Washington Wizards,Brooklyn Nets
Daniel Gafford,F,WAS,Points,Under,BetMGM,11.5,2.0,Washington Wizards,Brooklyn Nets
Daniel Gafford,F,WAS,Points,Under,PartyCasino,11.5,2.0,Washington Wizards,Brooklyn Nets
Nic Claxton,C,BKN,Assists,Over,bet365,1.5,1.77,Washington Wizards,Brooklyn Nets
Nic Claxton,C,BKN,Assists,Under,Caesars,1.5,2.02,Washington Wizards,Brooklyn Nets
Spencer Dinwiddie,G,BKN,Assists,Over,FanDuel,6.5,1.67,Washington Wizards,Brooklyn Nets
Spencer Dinwiddie,G,BKN,Assists,Under,Caesars,7.5,1.69,Washington Wizards,Brooklyn Nets
Cameron Johnson,F,BKN,Assists,Over,bet365,2.5,2.35,Washington Wizards,Brooklyn Nets
Cameron Johnson,F,BKN,Assists,Under,PointsBet,2.5,1.63,Washington Wizards,Brooklyn Nets
Mikal Bridges,F,BKN,Points,Over,Caesars,22.5,1.94,Washington Wizards,Brooklyn Nets
Mikal Bridges,F,BKN,Points,Under,FanDuel,22.5,1.91,Washington Wizards,Brooklyn Nets
Kyle Kuzma,F,WAS,Rebounds,Over,bet365,5.5,1.69,Washington Wizards,Brooklyn Nets
Kyle Kuzma,F,WAS,Rebounds,Under,PointsBet,6.5,1.77,Washington Wizards,Brooklyn Nets
Jordan Poole,G,WAS,Assists,Over,FanDuel,3.5,1.96,Washington Wizards,Brooklyn Nets
Jordan Poole,G,WAS,Assists,Under,SugarHouse,3.5,1.91,Washington Wizards,Brooklyn Nets
Jordan Poole,G,WAS,Assists,Under,BetRivers,3.5,1.91,Washington Wizards,Brooklyn Nets
Jordan Poole,G,WAS,Assists,Under,UniBet,3.5,1.91,Washington Wizards,Brooklyn Nets
Giannis Antetokounmpo,F,MIL,Rebounds,Over,bet365,10.5,1.74,Cleveland Cavaliers,Milwaukee Bucks
Giannis Antetokounmpo,F,MIL,Rebounds,Under,PointsBet,11.5,1.87,Cleveland Cavaliers,Milwaukee Bucks
Damian Lillard,G,MIL,Points,Over,DraftKings,24.5,1.95,Cleveland Cavaliers,Milwaukee Bucks
Damian Lillard,G,MIL,Points,Under,PointsBet,24.5,2.0,Cleveland Cavaliers,Milwaukee Bucks
Malik Beasley,G,MIL,Rebounds,Over,SugarHouse,3.5,2.17,Cleveland Cavaliers,Milwaukee Bucks
Malik Beasley,G,MIL,Rebounds,Over,BetRivers,3.5,2.17,Cleveland Cavaliers,Milwaukee Bucks
Malik Beasley,G,MIL,Rebounds,Over,UniBet,3.5,2.17,Cleveland Cavaliers,Milwaukee Bucks
Malik Beasley,G,MIL,Rebounds,Under,PointsBet,3.5,1.8,Cleveland Cavaliers,Milwaukee Bucks
Malik Beasley,G,MIL,Rebounds,Under,bet365,3.5,1.8,Cleveland Cavaliers,Milwaukee Bucks
Brook Lopez,C,MIL,Points,Over,DraftKings,12.5,1.91,Cleveland Cavaliers,Milwaukee Bucks
Brook Lopez,C,MIL,Points,Over,BetMGM,12.5,1.91,Cleveland Cavaliers,Milwaukee Bucks
Brook Lopez,C,MIL,Points,Over,SugarHouse,12.5,1.91,Cleveland Cavaliers,Milwaukee Bucks
Brook Lopez,C,MIL,Points,Over,BetRivers,12.5,1.91,Cleveland Cavaliers,Milwaukee Bucks
Brook Lopez,C,MIL,Points,Over,UniBet,12.5,1.91,Cleveland Cavaliers,Milwaukee Bucks
Brook Lopez,C,MIL,Points,Over,PartyCasino,12.5,1.91,Cleveland Cavaliers,Milwaukee Bucks
Brook Lopez,C,MIL,Points,Under,FanDuel,12.5,1.9,Cleveland Cavaliers,Milwaukee Bucks
Donovan Mitchell,G,CLE,Assists,Over,bet365,6.5,2.2,Cleveland Cavaliers,Milwaukee Bucks
Donovan Mitchell,G,CLE,Assists,Under,PointsBet,6.5,1.8,Cleveland Cavaliers,Milwaukee Bucks
Damian Lillard,G,MIL,Assists,Over,FanDuel,6.5,1.77,Cleveland Cavaliers,Milwaukee Bucks
Damian Lillard,G,MIL,Assists,Over,DraftKings,6.5,1.77,Cleveland Cavaliers,Milwaukee Bucks
Damian Lillard,G,MIL,Assists,Over,PointsBet,6.5,1.77,Cleveland Cavaliers,Milwaukee Bucks
Damian Lillard,G,MIL,Assists,Over,SugarHouse,6.5,1.77,Cleveland Cavaliers,Milwaukee Bucks
Damian Lillard,G,MIL,Assists,Over,BetRivers,6.5,1.77,Cleveland Cavaliers,Milwaukee Bucks
Damian Lillard,G,MIL,Assists,Over,UniBet,6.5,1.77,Cleveland Cavaliers,Milwaukee Bucks
Damian Lillard,G,MIL,Assists,Over,bet365,6.5,1.77,Cleveland Cavaliers,Milwaukee Bucks
Damian Lillard,G,MIL,Assists,Under,FanDuel,6.5,2.02,Cleveland Cavaliers,Milwaukee Bucks
Giannis Antetokounmpo,F,MIL,Points,Over,Caesars,31.5,1.92,Cleveland Cavaliers,Milwaukee Bucks
Giannis Antetokounmpo,F,MIL,Points,Under,DraftKings,31.5,2.0,Cleveland Cavaliers,Milwaukee Bucks
Giannis Antetokounmpo,F,MIL,Points,Under,PointsBet,31.5,2.0,Cleveland Cavaliers,Milwaukee Bucks
Khris Middleton,F,MIL,Rebounds,Over,PointsBet,4.5,1.83,Cleveland Cavaliers,Milwaukee Bucks
Khris Middleton,F,MIL,Rebounds,Under,SugarHouse,4.5,2.15,Cleveland Cavaliers,Milwaukee Bucks
Khris Middleton,F,MIL,Rebounds,Under,BetRivers,4.5,2.15,Cleveland Cavaliers,Milwaukee Bucks
Khris Middleton,F,MIL,Rebounds,Under,UniBet,4.5,2.15,Cleveland Cavaliers,Milwaukee Bucks
