Player Name,Position,Team,Market,Selection,Bookie,Line Value,Cost,Home Team,Away Team
Jalen Green,G,HOU,Rebounds,Over,FanDuel,4.5,2.04,Houston Rockets,Philadelphia 76ers
Jalen Green,G,HOU,Rebounds,Under,bet365,4.5,1.8,Houston Rockets,Philadelphia 76ers
Jalen Green,G,HOU,Points,Over,FanDuel,19.5,1.88,Houston Rockets,Philadelphia 76ers
Jalen Green,G,HOU,Points,Under,PointsBet,20.5,1.87,Houston Rockets,Philadelphia 76ers
Jalen Green,G,HOU,Points,Under,bet365,20.5,1.87,Houston Rockets,Philadelphia 76ers
Alperen Sengun,C,HOU,Rebounds,Over,FanDuel,10.5,1.9,Houston Rockets,Philadelphia 76ers
Alperen Sengun,C,HOU,Rebounds,Under,DraftKings,10.5,2.05,Houston Rockets,Philadelphia 76ers
Paul Reed,F,PHI,Assists,Over,Caesars,1.5,1.8,Houston Rockets,Philadelphia 76ers
Paul Reed,F,PHI,Assists,Under,Caesars,1.5,1.92,Houston Rockets,Philadelphia 76ers
Fred VanVleet,G,HOU,Assists,Over,DraftKings,7.5,1.87,Houston Rockets,Philadelphia 76ers
Fred VanVleet,G,HOU,Assists,Over,BetMGM,7.5,1.87,Houston Rockets,Philadelphia 76ers
Fred VanVleet,G,HOU,Assists,Over,PointsBet,7.5,1.87,Houston Rockets,Philadelphia 76ers
Fred VanVleet,G,HOU,Assists,Over,PartyCasino,7.5,1.87,Houston Rockets,Philadelphia 76ers
Fred VanVleet,G,HOU,Assists,Over,bet365,7.5,1.87,Houston Rockets,Philadelphia 76ers
Fred VanVleet,G,HOU,Assists,Under,FanDuel,7.5,2.06,Houston Rockets,Philadelphia 76ers
De'Anthony Melton,G,PHI,Assists,Over,DraftKings,3.5,1.95,Houston Rockets,Philadelphia 76ers
De'Anthony Melton,G,PHI,Assists,Over,BetMGM,3.5,1.95,Houston Rockets,Philadelphia 76ers
De'Anthony Melton,G,PHI,Assists,Over,PointsBet,3.5,1.95,Houston Rockets,Philadelphia 76ers
De'Anthony Melton,G,PHI,Assists,Over,PartyCasino,3.5,1.95,Houston Rockets,Philadelphia 76ers
De'Anthony Melton,G,PHI,Assists,Under,SugarHouse,3.5,2.0,Houston Rockets,Philadelphia 76ers
De'Anthony Melton,G,PHI,Assists,Under,BetRivers,3.5,2.0,Houston Rockets,Philadelphia 76ers
De'Anthony Melton,G,PHI,Assists,Under,UniBet,3.5,2.0,Houston Rockets,Philadelphia 76ers
Paul Reed,F,PHI,Rebounds,Over,FanDuel,7.5,1.7,Houston Rockets,Philadelphia 76ers
Paul Reed,F,PHI,Rebounds,Under,PointsBet,8.5,1.87,Houston Rockets,Philadelphia 76ers
Alperen Sengun,C,HOU,Assists,Over,SugarHouse,4.5,2.0,Houston Rockets,Philadelphia 76ers
Alperen Sengun,C,HOU,Assists,Over,BetRivers,4.5,2.0,Houston Rockets,Philadelphia 76ers
Alperen Sengun,C,HOU,Assists,Under,FanDuel,4.5,1.83,Houston Rockets,Philadelphia 76ers
Alperen Sengun,C,HOU,Assists,Under,PointsBet,4.5,1.83,Houston Rockets,Philadelphia 76ers
Alperen Sengun,C,HOU,Assists,Under,bet365,4.5,1.83,Houston Rockets,Philadelphia 76ers
Tyrese Maxey,G,PHI,Points,Over,bet365,27.5,1.87,Houston Rockets,Philadelphia 76ers
Tyrese Maxey,G,PHI,Points,Under,PointsBet,28.5,1.87,Houston Rockets,Philadelphia 76ers
Jalen Williams,G,OKC,Assists,Over,SugarHouse,3.5,2.07,Denver Nuggets,Oklahoma City Thunder
Jalen Williams,G,OKC,Assists,Over,BetRivers,3.5,2.07,Denver Nuggets,Oklahoma City Thunder
Jalen Williams,G,OKC,Assists,Over,UniBet,3.5,2.07,Denver Nuggets,Oklahoma City Thunder
Jalen Williams,G,OKC,Assists,Under,DraftKings,3.5,1.77,Denver Nuggets,Oklahoma City Thunder
Jalen Williams,G,OKC,Assists,Under,PointsBet,3.5,1.77,Denver Nuggets,Oklahoma City Thunder
Jalen Williams,G,OKC,Assists,Under,bet365,3.5,1.77,Denver Nuggets,Oklahoma City Thunder
Nikola Jokic,C,DEN,Assists,Over,BetMGM,9.5,2.0,Denver Nuggets,Oklahoma City Thunder
Nikola Jokic,C,DEN,Assists,Over,Caesars,9.5,2.0,Denver Nuggets,Oklahoma City Thunder
Nikola Jokic,C,DEN,Assists,Over,PartyCasino,9.5,2.0,Denver Nuggets,Oklahoma City Thunder
Nikola Jokic,C,DEN,Assists,Under,DraftKings,9.5,1.91,Denver Nuggets,Oklahoma City Thunder
Nikola Jokic,C,DEN,Assists,Under,bet365,9.5,1.91,Denver Nuggets,Oklahoma City Thunder
Chet Holmgren,F,OKC,Rebounds,Over,bet365,7.5,1.87,Denver Nuggets,Oklahoma City Thunder
Chet Holmgren,F,OKC,Rebounds,Under,DraftKings,7.5,2.1,Denver Nuggets,Oklahoma City Thunder
Chet Holmgren,F,OKC,Rebounds,Under,PointsBet,7.5,2.1,Denver Nuggets,Oklahoma City Thunder
Jalen Williams,G,OKC,Rebounds,Over,FanDuel,3.5,1.74,Denver Nuggets,Oklahoma City Thunder
Jalen Williams,G,OKC,Rebounds,Under,SugarHouse,3.5,2.28,Denver Nuggets,Oklahoma City Thunder
Jalen Williams,G,OKC,Rebounds,Under,BetRivers,3.5,2.28,Denver Nuggets,Oklahoma City Thunder
Jalen Williams,G,OKC,Rebounds,Under,UniBet,3.5,2.28,Denver Nuggets,Oklahoma City Thunder
Jalen Williams,G,OKC,Points,Over,DraftKings,17.5,1.95,Denver Nuggets,Oklahoma City Thunder
Jalen Williams,G,OKC,Points,Under,bet365,17.5,1.91,Denver Nuggets,Oklahoma City Thunder
Nikola Jokic,C,DEN,Points,Over,bet365,26.5,1.83,Denver Nuggets,Oklahoma City Thunder
Nikola Jokic,C,DEN,Points,Under,PointsBet,27.5,1.87,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Points,Over,FanDuel,22.5,1.88,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Points,Under,DraftKings,22.5,1.95,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Points,Under,PointsBet,22.5,1.95,Denver Nuggets,Oklahoma City Thunder
Michael Porter Jr.,F,DEN,Assists,Over,Caesars,1.5,2.06,Denver Nuggets,Oklahoma City Thunder
Michael Porter Jr.,F,DEN,Assists,Under,bet365,1.5,1.74,Denver Nuggets,Oklahoma City Thunder
Michael Porter Jr.,F,DEN,Rebounds,Over,FanDuel,7.5,1.9,Denver Nuggets,Oklahoma City Thunder
Michael Porter Jr.,F,DEN,Rebounds,Under,DraftKings,7.5,2.1,Denver Nuggets,Oklahoma City Thunder
Luguentz Dort,G,OKC,Rebounds,Over,FanDuel,3.5,1.67,Denver Nuggets,Oklahoma City Thunder
Luguentz Dort,G,OKC,Rebounds,Under,DraftKings,4.5,1.63,Denver Nuggets,Oklahoma City Thunder
Luguentz Dort,G,OKC,Rebounds,Under,BetMGM,4.5,1.63,Denver Nuggets,Oklahoma City Thunder
Luguentz Dort,G,OKC,Rebounds,Under,PointsBet,4.5,1.63,Denver Nuggets,Oklahoma City Thunder
Luguentz Dort,G,OKC,Rebounds,Under,PartyCasino,4.5,1.63,Denver Nuggets,Oklahoma City Thunder
Luguentz Dort,G,OKC,Rebounds,Under,bet365,4.5,1.63,Denver Nuggets,Oklahoma City Thunder
Chet Holmgren,F,OKC,Points,Over,DraftKings,17.5,1.91,Denver Nuggets,Oklahoma City Thunder
Chet Holmgren,F,OKC,Points,Over,BetMGM,17.5,1.91,Denver Nuggets,Oklahoma City Thunder
Chet Holmgren,F,OKC,Points,Over,PointsBet,17.5,1.91,Denver Nuggets,Oklahoma City Thunder
Chet Holmgren,F,OKC,Points,Over,PartyCasino,17.5,1.91,Denver Nuggets,Oklahoma City Thunder
Chet Holmgren,F,OKC,Points,Under,FanDuel,17.5,1.87,Denver Nuggets,Oklahoma City Thunder
Chet Holmgren,F,OKC,Points,Under,SugarHouse,17.5,1.87,Denver Nuggets,Oklahoma City Thunder
Chet Holmgren,F,OKC,Points,Under,BetRivers,17.5,1.87,Denver Nuggets,Oklahoma City Thunder
Chet Holmgren,F,OKC,Points,Under,UniBet,17.5,1.87,Denver Nuggets,Oklahoma City Thunder
Chet Holmgren,F,OKC,Points,Under,bet365,17.5,1.87,Denver Nuggets,Oklahoma City Thunder
Shai Gilgeous-Alexander,G,OKC,Assists,Over,DraftKings,5.5,1.67,Denver Nuggets,Oklahoma City Thunder
Shai Gilgeous-Alexander,G,OKC,Assists,Under,FanDuel,6.5,1.77,Denver Nuggets,Oklahoma City Thunder
Shai Gilgeous-Alexander,G,OKC,Points,Over,FanDuel,32.5,1.88,Denver Nuggets,Oklahoma City Thunder
Shai Gilgeous-Alexander,G,OKC,Points,Under,PointsBet,33.5,1.8,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Assists,Over,DraftKings,6.5,2.05,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Assists,Over,BetMGM,6.5,2.05,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Assists,Over,PartyCasino,6.5,2.05,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Assists,Over,bet365,6.5,2.05,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Assists,Under,PointsBet,6.5,1.8,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Assists,Under,SugarHouse,6.5,1.8,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Assists,Under,BetRivers,6.5,1.8,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Assists,Under,UniBet,6.5,1.8,Denver Nuggets,Oklahoma City Thunder
Luguentz Dort,G,OKC,Points,Over,FanDuel,9.5,1.78,Denver Nuggets,Oklahoma City Thunder
Luguentz Dort,G,OKC,Points,Under,bet365,10.5,1.8,Denver Nuggets,Oklahoma City Thunder
Shai Gilgeous-Alexander,G,OKC,Rebounds,Over,PointsBet,5.5,1.8,Denver Nuggets,Oklahoma City Thunder
Shai Gilgeous-Alexander,G,OKC,Rebounds,Under,FanDuel,5.5,2.0,Denver Nuggets,Oklahoma City Thunder
Shai Gilgeous-Alexander,G,OKC,Rebounds,Under,DraftKings,5.5,2.0,Denver Nuggets,Oklahoma City Thunder
Shai Gilgeous-Alexander,G,OKC,Rebounds,Under,BetMGM,5.5,2.0,Denver Nuggets,Oklahoma City Thunder
Shai Gilgeous-Alexander,G,OKC,Rebounds,Under,PartyCasino,5.5,2.0,Denver Nuggets,Oklahoma City Thunder
Shai Gilgeous-Alexander,G,OKC,Rebounds,Under,bet365,5.5,2.0,Denver Nuggets,Oklahoma City Thunder
Luguentz Dort,G,OKC,Assists,Over,bet365,1.5,2.6,Denver Nuggets,Oklahoma City Thunder
Luguentz Dort,G,OKC,Assists,Under,BetMGM,1.5,1.5,Denver Nuggets,Oklahoma City Thunder
Luguentz Dort,G,OKC,Assists,Under,PartyCasino,1.5,1.5,Denver Nuggets,Oklahoma City Thunder
Luguentz Dort,G,OKC,Assists,Under,bet365,1.5,1.5,Denver Nuggets,Oklahoma City Thunder
Nikola Jokic,C,DEN,Rebounds,Over,bet365,13.5,1.8,Denver Nuggets,Oklahoma City Thunder
Nikola Jokic,C,DEN,Rebounds,Under,PointsBet,14.5,1.77,Denver Nuggets,Oklahoma City Thunder
Chet Holmgren,F,OKC,Assists,Over,bet365,1.5,1.56,Denver Nuggets,Oklahoma City Thunder
Chet Holmgren,F,OKC,Assists,Under,bet365,1.5,2.45,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Rebounds,Over,FanDuel,4.5,1.9,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Rebounds,Under,DraftKings,4.5,1.91,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Rebounds,Under,BetMGM,4.5,1.91,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Rebounds,Under,PointsBet,4.5,1.91,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Rebounds,Under,PartyCasino,4.5,1.91,Denver Nuggets,Oklahoma City Thunder
Jamal Murray,G,DEN,Rebounds,Under,bet365,4.5,1.91,Denver Nuggets,Oklahoma City Thunder
Michael Porter Jr.,F,DEN,Points,Over,BetMGM,16.5,1.83,Denver Nuggets,Oklahoma City Thunder
Michael Porter Jr.,F,DEN,Points,Over,PartyCasino,16.5,1.83,Denver Nuggets,Oklahoma City Thunder
Michael Porter Jr.,F,DEN,Points,Under,bet365,17.5,1.87,Denver Nuggets,Oklahoma City Thunder
Bradley Beal,G,PHO,Rebounds,Over,DraftKings,3.5,2.24,Phoenix Suns,Charlotte Hornets
Bradley Beal,G,PHO,Rebounds,Under,PointsBet,3.5,1.67,Phoenix Suns,Charlotte Hornets
Bradley Beal,G,PHO,Points,Over,DraftKings,14.5,1.8,Phoenix Suns,Charlotte Hornets
Bradley Beal,G,PHO,Points,Over,PointsBet,14.5,1.8,Phoenix Suns,Charlotte Hornets
Bradley Beal,G,PHO,Points,Under,DraftKings,14.5,1.95,Phoenix Suns,Charlotte Hornets
Bradley Beal,G,PHO,Points,Under,PointsBet,14.5,1.95,Phoenix Suns,Charlotte Hornets
Brandon Miller,F,CHA,Rebounds,Over,SugarHouse,3.5,1.89,Phoenix Suns,Charlotte Hornets
Brandon Miller,F,CHA,Rebounds,Over,BetRivers,3.5,1.89,Phoenix Suns,Charlotte Hornets
Brandon Miller,F,CHA,Rebounds,Over,UniBet,3.5,1.89,Phoenix Suns,Charlotte Hornets
Brandon Miller,F,CHA,Rebounds,Under,FanDuel,3.5,2.06,Phoenix Suns,Charlotte Hornets
Nick Richards,C,CHA,Rebounds,Over,FanDuel,9.5,1.94,Phoenix Suns,Charlotte Hornets
Nick Richards,C,CHA,Rebounds,Under,FanDuel,9.5,1.83,Phoenix Suns,Charlotte Hornets
Terry Rozier,G,CHA,Rebounds,Over,PointsBet,3.5,1.8,Phoenix Suns,Charlotte Hornets
Terry Rozier,G,CHA,Rebounds,Under,SugarHouse,3.5,2.25,Phoenix Suns,Charlotte Hornets
Terry Rozier,G,CHA,Rebounds,Under,BetRivers,3.5,2.25,Phoenix Suns,Charlotte Hornets
Terry Rozier,G,CHA,Rebounds,Under,UniBet,3.5,2.25,Phoenix Suns,Charlotte Hornets
Terry Rozier,G,CHA,Points,Over,SugarHouse,21.5,1.83,Phoenix Suns,Charlotte Hornets
Terry Rozier,G,CHA,Points,Over,BetRivers,21.5,1.83,Phoenix Suns,Charlotte Hornets
Terry Rozier,G,CHA,Points,Over,UniBet,21.5,1.83,Phoenix Suns,Charlotte Hornets
Terry Rozier,G,CHA,Points,Under,PointsBet,22.5,1.8,Phoenix Suns,Charlotte Hornets
Jusuf Nurkic,C,PHO,Points,Over,FanDuel,12.5,1.93,Phoenix Suns,Charlotte Hornets
Jusuf Nurkic,C,PHO,Points,Under,DraftKings,12.5,1.87,Phoenix Suns,Charlotte Hornets
Jusuf Nurkic,C,PHO,Points,Under,BetMGM,12.5,1.87,Phoenix Suns,Charlotte Hornets
Jusuf Nurkic,C,PHO,Points,Under,PointsBet,12.5,1.87,Phoenix Suns,Charlotte Hornets
Jusuf Nurkic,C,PHO,Points,Under,PartyCasino,12.5,1.87,Phoenix Suns,Charlotte Hornets
Jusuf Nurkic,C,PHO,Points,Under,bet365,12.5,1.87,Phoenix Suns,Charlotte Hornets
Miles Bridges,F,CHA,Assists,Over,FanDuel,3.5,2.26,Phoenix Suns,Charlotte Hornets
Miles Bridges,F,CHA,Assists,Under,SugarHouse,3.5,1.64,Phoenix Suns,Charlotte Hornets
Miles Bridges,F,CHA,Assists,Under,BetRivers,3.5,1.64,Phoenix Suns,Charlotte Hornets
Miles Bridges,F,CHA,Assists,Under,UniBet,3.5,1.64,Phoenix Suns,Charlotte Hornets
Grayson Allen,G,PHO,Points,Over,DraftKings,12.5,1.91,Phoenix Suns,Charlotte Hornets
Grayson Allen,G,PHO,Points,Over,PointsBet,12.5,1.91,Phoenix Suns,Charlotte Hornets
Grayson Allen,G,PHO,Points,Under,DraftKings,12.5,1.83,Phoenix Suns,Charlotte Hornets
Grayson Allen,G,PHO,Points,Under,PointsBet,12.5,1.83,Phoenix Suns,Charlotte Hornets
Grayson Allen,G,PHO,Rebounds,Over,PointsBet,3.5,1.67,Phoenix Suns,Charlotte Hornets
Grayson Allen,G,PHO,Rebounds,Under,DraftKings,3.5,2.24,Phoenix Suns,Charlotte Hornets
Brandon Miller,F,CHA,Assists,Over,PointsBet,2.5,1.87,Phoenix Suns,Charlotte Hornets
Brandon Miller,F,CHA,Assists,Under,DraftKings,2.5,1.95,Phoenix Suns,Charlotte Hornets
Kevin Durant,F,PHO,Assists,Over,bet365,5.5,1.69,Phoenix Suns,Charlotte Hornets
Kevin Durant,F,PHO,Assists,Under,DraftKings,5.5,2.2,Phoenix Suns,Charlotte Hornets
Kevin Durant,F,PHO,Assists,Under,PointsBet,5.5,2.2,Phoenix Suns,Charlotte Hornets
Miles Bridges,F,CHA,Points,Over,SugarHouse,19.5,1.79,Phoenix Suns,Charlotte Hornets
Miles Bridges,F,CHA,Points,Over,BetRivers,19.5,1.79,Phoenix Suns,Charlotte Hornets
Miles Bridges,F,CHA,Points,Over,UniBet,19.5,1.79,Phoenix Suns,Charlotte Hornets
Miles Bridges,F,CHA,Points,Under,FanDuel,20.5,1.9,Phoenix Suns,Charlotte Hornets
Brandon Miller,F,CHA,Points,Over,FanDuel,15.5,1.98,Phoenix Suns,Charlotte Hornets
Brandon Miller,F,CHA,Points,Under,PointsBet,15.5,1.91,Phoenix Suns,Charlotte Hornets
Kevin Durant,F,PHO,Rebounds,Over,BetMGM,6.5,1.87,Phoenix Suns,Charlotte Hornets
Kevin Durant,F,PHO,Rebounds,Over,FanDuel,6.5,1.87,Phoenix Suns,Charlotte Hornets
Kevin Durant,F,PHO,Rebounds,Over,PointsBet,6.5,1.87,Phoenix Suns,Charlotte Hornets
Kevin Durant,F,PHO,Rebounds,Over,PartyCasino,6.5,1.87,Phoenix Suns,Charlotte Hornets
Kevin Durant,F,PHO,Rebounds,Under,Caesars,6.5,2.0,Phoenix Suns,Charlotte Hornets
Bradley Beal,G,PHO,Assists,Over,Caesars,3.5,1.88,Phoenix Suns,Charlotte Hornets
Bradley Beal,G,PHO,Assists,Under,PointsBet,3.5,1.91,Phoenix Suns,Charlotte Hornets
Devin Booker,G,PHO,Rebounds,Over,FanDuel,4.5,1.78,Phoenix Suns,Charlotte Hornets
Devin Booker,G,PHO,Rebounds,Under,DraftKings,4.5,2.0,Phoenix Suns,Charlotte Hornets
Devin Booker,G,PHO,Rebounds,Under,BetMGM,4.5,2.0,Phoenix Suns,Charlotte Hornets
Devin Booker,G,PHO,Rebounds,Under,FanDuel,4.5,2.0,Phoenix Suns,Charlotte Hornets
Devin Booker,G,PHO,Rebounds,Under,PointsBet,4.5,2.0,Phoenix Suns,Charlotte Hornets
Devin Booker,G,PHO,Rebounds,Under,PartyCasino,4.5,2.0,Phoenix Suns,Charlotte Hornets
Devin Booker,G,PHO,Rebounds,Under,bet365,4.5,2.0,Phoenix Suns,Charlotte Hornets
Jusuf Nurkic,C,PHO,Assists,Over,bet365,2.5,1.71,Phoenix Suns,Charlotte Hornets
Jusuf Nurkic,C,PHO,Assists,Under,DraftKings,2.5,2.3,Phoenix Suns,Charlotte Hornets
Terry Rozier,G,CHA,Assists,Over,SugarHouse,6.5,1.77,Phoenix Suns,Charlotte Hornets
Terry Rozier,G,CHA,Assists,Over,BetRivers,6.5,1.77,Phoenix Suns,Charlotte Hornets
Terry Rozier,G,CHA,Assists,Over,UniBet,6.5,1.77,Phoenix Suns,Charlotte Hornets
Terry Rozier,G,CHA,Assists,Under,DraftKings,6.5,2.2,Phoenix Suns,Charlotte Hornets
Jusuf Nurkic,C,PHO,Rebounds,Over,bet365,10.5,1.77,Phoenix Suns,Charlotte Hornets
Jusuf Nurkic,C,PHO,Rebounds,Under,FanDuel,11.5,1.74,Phoenix Suns,Charlotte Hornets
Grayson Allen,G,PHO,Assists,Over,DraftKings,2.5,2.3,Phoenix Suns,Charlotte Hornets
Grayson Allen,G,PHO,Assists,Under,PointsBet,2.5,1.63,Phoenix Suns,Charlotte Hornets
Kevin Durant,F,PHO,Points,Over,Caesars,25.5,1.88,Phoenix Suns,Charlotte Hornets
Kevin Durant,F,PHO,Points,Under,FanDuel,26.5,1.87,Phoenix Suns,Charlotte Hornets
Devin Booker,G,PHO,Assists,Over,Caesars,7.5,2.14,Phoenix Suns,Charlotte Hornets
Devin Booker,G,PHO,Assists,Under,DraftKings,7.5,1.83,Phoenix Suns,Charlotte Hornets
Devin Booker,G,PHO,Assists,Under,BetMGM,7.5,1.83,Phoenix Suns,Charlotte Hornets
Devin Booker,G,PHO,Assists,Under,PointsBet,7.5,1.83,Phoenix Suns,Charlotte Hornets
Devin Booker,G,PHO,Assists,Under,PartyCasino,7.5,1.83,Phoenix Suns,Charlotte Hornets
Devin Booker,G,PHO,Points,Over,Caesars,25.5,1.93,Phoenix Suns,Charlotte Hornets
Devin Booker,G,PHO,Points,Under,PointsBet,26.5,1.95,Phoenix Suns,Charlotte Hornets
Nick Richards,C,CHA,Points,Over,FanDuel,9.5,1.87,Phoenix Suns,Charlotte Hornets
Nick Richards,C,CHA,Points,Under,FanDuel,9.5,1.9,Phoenix Suns,Charlotte Hornets
Miles Bridges,F,CHA,Rebounds,Over,FanDuel,6.5,2.0,Phoenix Suns,Charlotte Hornets
Miles Bridges,F,CHA,Rebounds,Over,DraftKings,6.5,2.0,Phoenix Suns,Charlotte Hornets
Miles Bridges,F,CHA,Rebounds,Under,SugarHouse,6.5,1.91,Phoenix Suns,Charlotte Hornets
Miles Bridges,F,CHA,Rebounds,Under,BetRivers,6.5,1.91,Phoenix Suns,Charlotte Hornets
Miles Bridges,F,CHA,Rebounds,Under,UniBet,6.5,1.91,Phoenix Suns,Charlotte Hornets
